,id,category,name,price,sales_price,color,gender
626,25P_E500692U,Sneakers,Sneakers Uomo in Pelle e Camoscio,149.5,,Beige,Uomo
627,25P_E500693U,Sneakers,Sneakers Uomo in Pelle,149.5,,,Uomo
628,25P_E500694U,Sneakers,Sneakers Uomo in Camoscio e Pelle,149.5,,Avio,Uomo
629,25P_E500694U,Sneakers,Sneakers Uomo in Camoscio e Pelle,149.5,,Marrone,Uomo
630,25P_E500694U,Sneakers,Sneakers Uomo in Camoscio e Pelle,149.5,,Verde,Uomo
631,25P_E500695U,Sneakers,Sneakers Uomo in Pelle e Camoscio,149.5,,,Uomo
632,25P_E500700U,Sneakers,Sneakers Uomo in Pelle,159.5,,Blu,Uomo
633,25P_E500700U,Sneakers,Sneakers Uomo in Pelle,159.5,,Marrone,Uomo
634,25P_E500700U,Sneakers,Sneakers Uomo in Pelle,159.5,,T. Di Moro,Uomo
635,25P_E500700U,Sneakers,Sneakers Uomo in Pelle,159.5,,Blue,Uomo
636,25P_E500701U,Sneakers,Sneakers Uomo in Pelle,159.5,,,Uomo
637,25P_E500720U,Sneakers,Sneakers Uomo in Pelle,149.5,,,Uomo
638,25P_E500721U,Sneakers,Sneakers Uomo in Pelle,149.5,,,Uomo
639,25P_E500722U,Sneakers,Sneakers Uomo in Pelle,149.5,,,Uomo
640,25P_E500723U,Sneakers,Sneakers Uomo in Camoscio e Pelle,149.5,,Blu,Uomo
641,25P_E500723U,Sneakers,Sneakers Uomo in Camoscio e Pelle,149.5,,Marrone,Uomo
642,24A_I411450D,Stringate,Stringate Donna in Pelle,,90.5,,Donna
643,24A_I411418D,Stringate,Stringate Donna in Pelle,,94.5,,Donna
644,24A_I411451D,Stivaletti chelsea,Stivaletti Chelsea Donna in Pelle,,94.5,,Donna
645,24A_I205020D,Francesine,Francesine Donna in Pelle,,97.5,,Donna
646,24A_I308002D,Stringate,Stringate Donna in Vernice,,97.5,Nero,Donna
647,24A_I308002D,Stringate,Stringate Donna in Vernice,,97.5,Beige,Donna
648,24A_I411260D,Mocassini,Mocassini Donna in Pelle,,97.5,Nero,Donna
649,24A_I411260D,Mocassini,Mocassini Donna in Pelle,,97.5,Marrone,Donna
650,24A_I411261D,Stivaletti chelsea,Stivaletti Chelsea Donna in Pelle,,97.5,,Donna
651,24A_I411262D,Stivaletti,Stivaletti Donna in Pelle,,97.5,Nero,Donna
652,24A_I411262D,Stivaletti,Stivaletti Donna in Pelle,,97.5,Marrone,Donna
653,24A_I411290D,Mocassini,Mocassini Donna in Pelle,,97.5,Nero,Donna
654,24A_I411290D,Mocassini,Mocassini Donna in Pelle,,97.5,Marrone,Donna
655,24A_I411380D,Mocassini,Mocassini Donna in Pelle,,97.5,Nero,Donna
656,24A_I411380D,Mocassini,Mocassini Donna in Pelle,,97.5,Marrone,Donna
657,24A_I411394D,Stringate,Stringate Donna in Pelle,,97.5,,Donna
658,24A_I411395D,Stringate,Stringate Donna in Camoscio,,97.5,Marrone,Donna
659,24A_I411395D,Stringate,Stringate Donna in Camoscio,,97.5,Beige,Donna
660,24A_I411400D,Mocassini,Mocassini Donna in Pelle,,97.5,Nero,Donna
661,24A_I411400D,Mocassini,Mocassini Donna in Pelle,,97.5,Marrone,Donna
662,24A_I411400D,Mocassini,Mocassini Donna in Pelle,,97.5,Avorio,Donna
663,24A_I411411D,Stringate,Stringate Donna in Pelle,,97.5,Nero,Donna
664,24A_I411411D,Stringate,Stringate Donna in Pelle,,97.5,Marrone,Donna
665,24A_I411413D,Stringate,Stringate Donna in Vernice,,97.5,,Donna
666,24A_I411415D,Mary jane,Mary Jane Donna in Pelle,,97.5,,Donna
667,24A_I411434D,Mocassini,Mocassini Donna in Camoscio,,97.5,Marrone,Donna
668,24A_I411434D,Mocassini,Mocassini Donna in Camoscio,,97.5,Beige,Donna
669,24A_I411510D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,97.5,Nero,Donna
670,24A_I411510D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,97.5,Avorio,Donna
671,24A_I411511D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,97.5,,Donna
672,24A_I411580D,Sneakers,Sneakers Donna in Pelle,,97.5,,Donna
673,24A_I411581D,Sneakers,Sneakers Donna in Pelle e Materiale Tecnico,,97.5,,Donna
674,24A_I411592D,Sneakers,"Sneakers Donna in Pelle, Camoscio e Materiale Tecnico",,97.5,Nero,Donna
675,24A_I411592D,Sneakers,"Sneakers Donna in Pelle, Camoscio e Materiale Tecnico",,97.5,Avorio,Donna
676,24A_I411620D,Sneakers,Sneakers Donna in Camoscio e Materiale Tecnico,,97.5,Grigio,Donna
677,24A_I411620D,Sneakers,Sneakers Donna in Camoscio e Materiale Tecnico,,97.5,Marrone,Donna
678,24A_I411620D,Sneakers,Sneakers Donna in Camoscio e Materiale Tecnico,,97.5,Beige,Donna
679,24A_I411630D,Sneakers,"Sneakers Donna in Camoscio, Pelle e Materiale Tecnico",,97.5,,Donna
680,24A_I411631D,Sneakers,"Sneakers Donna in Camoscio, Pelle e Materiale Tecnico",,97.5,,Donna
681,24A_I411452D,Stivaletti chelsea,Stivaletti Chelsea Donna in Pelle,,97.5,Nero,Donna
682,24A_I411452D,Stivaletti chelsea,Stivaletti Chelsea Donna in Pelle,,97.5,Marrone,Donna
683,24A_E407081DE,Décolleté,Décolleté Donna in Pelle,,101.5,,Donna
684,24A_E413500DE,Décolleté,Décolleté Donna in Pelle,,101.5,,Donna
685,24A_I308001D,Mocassini,Mocassini Donna in Vernice,,101.5,Nero,Donna
686,24A_I308001D,Mocassini,Mocassini Donna in Vernice,,101.5,Beige,Donna
687,24A_I407081DE,Décolleté,Décolleté Donna in Pelle,,101.5,,Donna
688,24A_I410840DE,Décolleté,Décolleté Donna in Pelle,,101.5,Nero,Donna
689,24A_I410840DE,Décolleté,Décolleté Donna in Pelle,,101.5,Beige,Donna
